course_id,title,provider,mapped_skill,cost,duration_hours,difficulty,source_url,description_preview,skill_id,relevance_score
775,Graduate Certificate in Digital Solutions Development â€“ Web Applications,NATIONAL UNIVERSITY OF SINGAPORE,Cloud Basics,8000.0,195.0,Beginner,,"At the end of the course, participants will be able to: - Understand software application development -- Fundamental software development using Java and OO concepts -- SQL programming - Understand full stack web software development -- Web Application Development (e.g. Spring Boot, Spring MVC, REST,",19,0
776,HVAC Design - Part of Modular Certificate in Thermofluid & HVAC (Elective) (DEM1),Ngee Ann Polytechnic,Cloud Basics,1698.0,60.0,Beginner,,"This module aims is to provide students the understand the basic principles of mechanical refrigeration and basic refrigeration equipment for commercial air-conditioning system. They will also learn how to analyse AHU cooling and heating processes by applying psychometric principals, calculation on",19,0
777,Higher Nitec in Cyber & Network Security,Institute of Technical Education,Cloud Basics,1180.0,2800.0,Unspecified,,"This Higher Nitec in Cyber & Network Security  course equips students with skills and knowledge to provide technical support for networks, systems and storage with an emphasis on IT security in an enterprise IT cloud environment.",19,1
778,Higher Nitec in Cyber & Network Security (3-year),Institute of Technical Education,Cloud Basics,1440.0,4200.0,Unspecified,,"This Higher Nitec in Cyber & Network Security  course equips students with skills and knowledge to provide technical support for networks, systems and storage with an emphasis on IT security in an enterprise IT cloud environment.",19,1
779,Higher Nitec in Technology â€“ Cyber & Network Security (Enhanced Curricular Structure),Institute of Technical Education,Cloud Basics,12054.0,847.25,Unspecified,,"The Higher Nitec in Technology â€“ Cyber & Network Security aims to equip students with skills and knowledge to support end-user devices, network and server in an enterprise IT / cloud environment for cyber security services and operations so as to enhance cybersecurity defence against cyber-attacks",19,1
784,Increase Revenue with Customer Loyalty Systems,BELLS Institute of Higher Learning Pte. Ltd.,Cloud Basics,332.5,12.0,Unspecified,,LO1:_x000D_ The trainee will be able to manage customer loyalty programmes in the framework for commercial benefits that are aligned to consumer and pri-vacy laws and industry standards._x000D_ _x000D_ LO2:_x000D_ The trainee will be able to convert customers to brand advocates by rec-ommending prod,19,0
785,Increase Revenue with Customer Loyalty Systems (Synchronous E-learning),BELLS INSTITUTE OF HIGHER LEARNING PTE. LTD.,Cloud Basics,332.5,12.0,Unspecified,,LO1:_x000D_ The trainee will be able to manage customer loyalty programmes in the framework for commercial benefits that are aligned to consumer and pri-vacy laws and industry standards._x000D_ _x000D_ LO2:_x000D_ The trainee will be able to convert customers to brand advocates by rec-ommending prod,19,0
786,Information Security Challenges in Smart Computing,SINGAPORE UNIVERSITY OF SOCIAL SCIENCES,Cloud Basics,481.8,18.5,Unspecified,,"This course is about the information security challenges surrounding smart_x000D_ computing. When building smart solutions, information security is of key importance_x000D_ given the prevailing cyber threat landscape. This course aims to train students in_x000D_ understanding the insecurity of smart",19,0
787,Innovation Leadership: Mastering the Working BackwardsÂ Methodology (Classroom & Asynchronous),KORN FERRY (SG) PTE. LTD.,Cloud Basics,630.0,20.0,Intermediate,,"In a business world defined by constant change, innovation is key to staying ahead. However, many organisations struggle to overcome the hurdles that come with turning bold ideas into reality._x000D_ _x000D_ This dynamic two-day Korn Ferry Academy course Innovation Leadership: Mastering the Working",19,0
788,Intellectual Property Arbitration,NATIONAL UNIVERSITY OF SINGAPORE,Cloud Basics,5400.0,27.0,Advanced,,"At the end of the course, participants should be able to:  1. Demonstrate a firm understanding of the basic and advanced tenets of IP, of arbitration as a dispute settlement mechanism, and of the reasons behind the emergence of intellectual property arbitration;  2. Demonstrate a firm understanding",19,0
789,International Dispute Settlement,NATIONAL UNIVERSITY OF SINGAPORE,Cloud Basics,5400.0,27.0,Unspecified,,"At the end of the course, participants would be able to:  1. Demonstrate understanding of the legal framework related to international dispute settlement and of the different laws and procedures applicable to different types of international disputes; 2. Appreciate the legal challenges posed by vari",19,0
790,International and Comparative Insolvency Law in the BRI,NATIONAL UNIVERSITY OF SINGAPORE,Cloud Basics,5400.0,27.0,Unspecified,,"By the end of the course, participants would be able to:  1. acquire a holistic understanding of the main concepts of insolvency laws and cross-border insolvency laws;  2. apply the concepts to understand the framework of insolvency proceedings generally; 3. have a good grasp of the main features of",19,0
791,"Internationalisation Series: Learning from One of the World's Fastest Evolving Digital Ecosystems, Shenzhen, China",SINGAPORE MANAGEMENT UNIVERSITY,Cloud Basics,2310.0,46.5,Unspecified,,"At the end of this 6.5-day programme, participants will be able to: _x000D_ â€¢ Gain a comprehensive understanding of the Chinese culture and mindset and the changing values of Chinese citizens and how these shape business and corporate attitudes and strategising_x000D_ â€¢ Appreciate the factors sh",19,0
792,Internet of Things,NATIONAL UNIVERSITY OF SINGAPORE,Cloud Basics,420.0,11.0,Unspecified,,"The Internet of Things (IoT) is integrating our digital and physical world, opening up new and exciting opportunities to deploy, automate, optimize and secure diverse use cases and applications. The objectives of this course are to:_x000D_ â€¢ Familiarize the participants with technologies and conce",19,0
793,Internet of Things (IoT) Systems and Applications,SINGAPORE POLYTECHNIC,Cloud Basics,300.0,16.0,Intermediate,,"This course aims to equip participants with the capabilities to recognise an existing smart infrastructure, and to design and implement a new Internet of Things (IoT) solution. This course covers a wide spectrum of fundamental topics such networking technologies and protocols, IoT/M2M architecture a",19,0
794,Internet of Things (IoT) Systems and Applications (Synchronous e-learning),Singapore Polytechnic,Cloud Basics,300.0,15.0,Intermediate,,"This course aims to equip participants with the capabilities to recognise an existing smart infrastructure, and to design and implement a new Internet of Things (IoT) solution. This course covers a wide spectrum of fundamental topics such networking technologies and protocols, IoT/M2M architecture a",19,0
795,Internet of Things (Synchronous e-learning),NATIONAL UNIVERSITY OF SINGAPORE,Cloud Basics,420.0,11.0,Unspecified,,"The Internet of Things (IoT) is integrating our digital and physical world, opening up new and exciting opportunities to deploy, automate, optimize and secure diverse use cases and applications. The objectives of this course are to:_x000D_ â€¢ Familiarize the participants with technologies and conce",19,0
796,Introduction to Aerospace Engineering,Singapore University of Social Sciences,Cloud Basics,1936.0,36.0,Beginner,,"Demonstrate fundamental understanding of basic concept of flight, aerostructures and propulsion systems together with the important classes of materials used in airframes and aero-engines. Describe basic aircraft systems and its operations and requirements and the Mechanical engineering aspects of a",19,0
803,Introduction to Cybersecurity Programme,NATIONAL UNIVERSITY OF SINGAPORE,Cloud Basics,765.0,21.0,Beginner,,"This course aims to provide participants with a foundation in:_x000D_ _x000D_ â€¢ Overview of cybersecurity requirements_x000D_ â€¢ Key cybersecurity techniques, including encryption, authentication, and secure channel_x000D_ â€¢ Recognize common vulnerabilities and attacks on hosts, networks, and w",19,0
804,Introduction to Cybersecurity Programme (Synchronous e-learning),NATIONAL UNIVERSITY OF SINGAPORE,Cloud Basics,765.0,21.0,Beginner,,"This course aims to provide participants with a foundation in:_x000D_ _x000D_ â€¢ Overview of cybersecurity requirements_x000D_ â€¢ Key cybersecurity techniques, including encryption, authentication, and secure channel_x000D_ â€¢ Recognize common vulnerabilities and attacks on hosts, networks, and w",19,0
807,Introduction to Real Estate Laws - Understanding Legal Implications in Real Estate Transactions,SINGAPORE MANAGEMENT UNIVERSITY,Cloud Basics,660.0,15.0,Beginner,,"This module will introduce participants to the governing laws relating to land and capital improvements with a focus on areas covering real estate transactions and management.  The content would be comprehensive covering basic land laws, conveyancing process, title registration, mortgage, building m",19,0
808,Introduction to Real Estate Laws - Understanding Legal Implications in Real Estate Transactions (Synchronous E-Learning),SINGAPORE MANAGEMENT UNIVERSITY,Cloud Basics,660.0,15.0,Beginner,,"This module will introduce participants to the governing laws relating to land and capital improvements with a focus on areas covering real estate transactions and management.  The content would be comprehensive covering basic land laws, conveyancing process, title registration, mortgage, building m",19,0
813,Labour and Employment Law (Classroom & Synchronous e-Learning),NATIONAL UNIVERSITY OF SINGAPORE,Cloud Basics,810.0,19.5,Advanced,,"This advanced course offers a comprehensive overview of labour and employment laws with a focus on Singapore as a base, while incorporating a comparative and international perspective into a significant portion of the content and assignments. The course aims to equip  leaders, managers, professional",19,0
